Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Cuba,CUB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.940550595,4.342456334,4.227194722,4.537151793,4.517079052,4.753533229,5.138802059,4.966212832,5.680152022,
Cayman Islands,CYM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.275132888,0.301650286,0.258143205,0.238361647,
Cyprus,CYP,,,,,,,,,,,,,,,,,5.497235708,6.935098676,7.109609533,5.932870292,4.365071326,3.978469907,3.692253371,3.621227465,3.230163391,2.942056734,1.848333452,1.722422544,1.667828685,1.510713146,1.405599624,1.138125917,1.174635286,1.204986609,1.094431787,0.48954708,0.492645636,0.499327582,0.471076256,0.473699527,0.450502585,0.748712291,0.180914059,0.218691709,0.44681972,0.568626066,0.520660626,0.593172047,3.406833649,2.287162047,3.348828123,2.686369875,2.406535827,1.803278773,1.395216098,1.501069083,1.868781394,1.980712354,2.059126327,1.757646551,2.423421773
Czech Republic,CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.337847954,0.342752716,0.314400523,0.163938208,0.114306925,0.517669092,0.476620747,0.475454909,0.37821575,0.404721171,0.493269278,1.01983311,0.977456492,1.025985692,0.960673993,0.47903913,0.576604358,0.587872114,0.607377605,0.67468425,0.820974219,1.255386117,1.422530823,1.592884868,1.639863891,1.581035941,1.52869987,1.70547883
Germany,DEU,,,,,,,,,,,,0.083977395,0.0820051,0.078773633,0.080261418,0.085549264,0.086577566,0.089204134,0.09876562,0.096357363,0.2504687,0.264545987,0.287385278,0.274891019,0.271472652,0.276153906,0.265619633,0.275933464,0.273619188,0.268186028,0.275223867,0.258060106,0.230825427,0.212120206,0.199943454,0.174298232,0.173351114,0.173208501,0.174544168,0.171186645,0.185446894,0.199734218,0.224963211,0.230292546,0.231936833,0.241192552,0.2501222,0.285496538,0.294198577,0.363318152,0.376545334,0.409600694,0.414958862,0.439240364,0.439642871,0.464153423,0.438285379,0.426112272,0.424811088,0.469894697,0.4653373
Djibouti,DJI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.837600891,2.744788788,4.084436503,2.755668892,2.388758253,2.21538812,2.282394555,2.321759548,2.156966266,2.229360804,2.086884379,2.530108096,3.965612065,3.714466737,3.647797743,3.70302609,3.377728229,3.03555941,3.094680047,2.89214171,2.611455713,2.457506994,1.947657515,1.710385739,1.634124605,1.545472525,1.501863801,1.986771827,2.390086305,1.892665674
Dominica,DMA,,,,,,,,,,,,,,,,,,6.975789063,10.15224629,15.8130756,11.81243229,10.3522958,8.377307059,9.527169084,9.893999644,9.289330338,5.699609538,7.755234257,9.415855293,7.221869407,6.911705177,2.256640048,2.210582991,5.59494345,5.025146625,3.948948341,3.800195142,3.772293325,3.74378238,3.914038515,4.054999611,4.21588373,4.339111635,4.312361102,5.455103688,5.97721685,5.656612064,5.335540691,4.951305866,4.526619462,4.635094088,4.56466199,4.783760431,4.726331351,9.706638051,10.34295788,7.641697233,8.531773982,8.924150682,8.558657634,10.42840815
Denmark,DNK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.303600356,0.314189766,0.280950602,0.282652825,0.366492321,0.491183957,0.432502335,0.45132882,0.40601558,0.423943908,0.43936439,0.431265203,0.427808501,0.251861567,0.261684616,0.257715589,0.297628926,0.317227729,0.287416469,0.334266118,0.361377978,0.398958981,0.420127069,0.41571444,0.398259774,0.395774792,0.396618155,0.41760646,0.417969487
Dominican Republic,DOM,,,,,,,,,,,1.689666804,0.870087009,1.20760793,1.023541453,0.916020072,0.777950656,2.834366696,2.69451284,2.779655418,2.933367337,2.708059191,2.418896141,2.298183226,2.114829838,1.768155943,4.797215606,3.681684086,4.686813295,5.373707936,4.494067417,4.450302898,3.353860868,2.986545303,5.795409513,5.445651874,5.044066206,5.277471013,5.706012929,6.486641595,7.368333113,7.565298152,7.740872432,8.085856472,10.86474683,11.20489069,7.600292557,8.061801712,7.72652688,7.492329919,7.0754805,7.216834999,7.307803231,7.023717916,7.155943135,7.160473587,7.301640918,7.276164533,7.722445414,7.968756794,8.343255633,10.56710185
Algeria,DZA,,,,,,,,,,,4.338450553,4.687602449,3.354630255,2.583876085,1.52914116,1.709738551,1.438374343,1.664131427,1.490641315,1.254383493,0.95875962,1.007921936,1.12150553,0.803256141,0.612682579,0.540233887,0.562077908,0.729627405,0.641404608,0.620119765,0.567297586,2.821792975,2.895647626,2.282483368,3.279021606,2.681715218,1.874670501,2.200192071,2.199729297,1.624155811,1.441858968,1.223862191,1.885119805,2.578692814,2.88283791,0.164731474,0.161500749,0.073349142,0.060603211,0.109566221,0.121948122,0.101428296,0.102765859,0.099926791,1.147019478,1.203400047,1.242874372,1.053448704,1.131601367,1.043387242,1.170820644
East Asia & Pacific (excluding high income),EAP,,,,,,,,,,,,,,,,,,,,,,,0.827053502,0.663279896,0.502575316,0.448448289,0.494860469,0.497589136,0.524825005,0.482876594,0.480088416,0.520207512,0.524067308,0.577736592,0.605703692,0.646265159,0.642648991,0.925272983,0.588928517,0.675908082,0.727196756,0.770997869,0.854957447,0.917120236,0.950492362,0.928931274,0.881024101,0.839392706,0.765146042,0.738680771,0.731436269,0.660366727,0.637353297,0.633787443,0.717091057,0.734758732,0.690295458,0.667860351,0.604785899,0.570822228,0.546891809
Early-demographic dividend,EAR,,,,,,,,,,,,,,,,,,,,1.559720788,,,,1.817229266,1.754811277,1.508097282,1.441908878,1.586536536,1.453098673,1.570363901,1.505337543,1.477573643,1.604634056,1.511587099,1.560615764,1.649501957,1.587016567,1.733659619,1.757733054,1.782909779,1.759847417,1.952832917,2.291062383,2.518223899,2.350416431,2.254429019,2.334232665,2.280521665,2.345403898,2.375398816,2.184909277,2.218999706,2.350192741,2.382766246,2.467330313,2.696471427,2.596608816,2.600326995,2.832598392,2.926781621,3.298737462
East Asia & Pacific,EAS,,,,,,,,,,,,,,,,,,0.113387904,0.108567011,0.127816127,0.185386612,0.203051251,0.256678503,0.254067967,0.219847015,,,,,,,0.199906485,0.187501292,0.174478684,0.184399192,0.189145232,0.212242532,0.28423407,0.225136835,0.222881212,0.236798838,0.282709174,0.328349839,0.350899029,0.362797309,0.365714028,0.383295727,0.406802005,0.413056529,0.405508828,0.408732323,0.392506385,0.391831947,0.418175622,0.488981918,0.516615388,0.482917987,0.47760322,0.444392428,0.425598278,0.422751501
Europe & Central Asia (excluding high income),ECA,,,,,,,,,,,,,,,4.005627672,2.93948247,1.914971574,1.673574174,1.508894747,1.89497995,3.0106431,3.505066574,3.315447857,2.45305154,3.012173241,2.549269456,2.157722091,,,,,,,,1.301029572,0.642464466,0.64798238,0.744672855,1.280807844,1.407502345,1.29368536,1.31967121,1.181711693,1.004646624,1.056951805,1.086308966,1.060701066,1.231744509,1.189219012,1.314132827,1.237172955,1.167987717,1.161735908,1.2959544,1.359883415,1.540016566,1.657906784,1.76762682,1.927887056,2.000489101,2.004434323
Europe & Central Asia,ECS,,,,,,,,,,,,,,,,0.474150338,0.453115606,0.51471269,0.529385368,0.550922537,0.578000649,0.612888577,0.610443218,0.558939691,0.566017881,0.547189103,0.499747681,0.442062496,0.43992262,0.469934836,0.446422298,0.428788888,0.414994908,0.43232657,0.430353311,0.363534272,0.359255841,0.424053441,0.451781288,0.424604792,0.446779953,0.453950505,0.453863585,0.449221896,0.468371768,0.497092021,0.519460125,0.562837485,0.59538856,0.628289884,0.639720431,0.647216465,0.669065842,0.716682378,0.720594283,0.754525915,0.762636688,0.785630169,0.791360811,0.821233812,0.803548774
Ecuador,ECU,,,,,,,,,,,,,,,,,0.036295946,,,,,,,,,,0.019589734,0.021512421,0.015323455,0.007198995,0.334661522,0.329634069,0.41449659,1.071455867,1.216407524,1.58032917,1.938287397,2.299974364,2.854416916,5.545965282,7.214742269,5.805702698,5.037043818,5.036333978,5.023116526,5.92669902,6.268548466,6.550643862,5.000811784,4.38651629,3.736630473,3.381318287,2.816307995,2.584686117,2.430491069,2.404619529,2.613707296,2.731717752,2.825420021,2.999485743,3.384033505
"Egypt, Arab Rep.",EGY,,,,,,,,,,,,,,,,,,6.441757799,11.97226862,12.28358125,12.44121562,9.852047298,8.819843122,11.83823803,11.66492688,8.223883058,6.074981126,8.909234225,10.77632381,8.284107597,9.966515136,10.84309867,14.58333803,12.16008247,7.075419429,5.362434314,4.594134263,4.713362166,3.972707029,3.566613231,2.856612173,3.011233343,3.397808129,3.687827545,4.240410468,5.599623584,4.961085478,5.869309613,5.339698492,3.779917098,5.686771175,6.069884254,6.891885114,6.182729252,6.404022911,5.56383109,5.592077951,10.49379043,10.2180103,8.836387591,8.153513522
Euro area,EMU,,,,,,,,,,,,,,,,0.435085102,0.440409323,0.511059406,0.533024454,0.538950171,0.560793534,0.582123516,0.588135316,0.549599117,0.546052112,0.532593657,0.498407152,0.477108749,0.490836781,0.505473873,0.478673168,0.463707335,0.443971018,0.460426905,0.419129801,0.390796455,0.38332026,0.470434845,0.466661858,0.376252152,0.393398027,0.398189264,0.410054176,0.409315561,0.405756372,0.417611849,0.429998048,0.449759827,0.494384291,0.52839106,0.549094921,0.568143774,0.595622486,0.622633247,0.629836964,0.667289764,0.647462458,0.638286293,0.627002088,0.64716308,0.646986676
Eritrea,ERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.359771381,0.527492088,0.465017918,,,,,0,0,0,0,0,0,0,,,,,,,,,
Spain,ESP,,,,,,,,,,,,,,,,1.223049339,1.164639941,1.104607338,1.079996692,0.883448816,0.939965983,0.895322372,0.806930513,0.78854797,0.712796292,0.682818226,0.570217707,0.496842717,0.475948469,0.448722186,0.407323239,0.37013321,0.417889491,0.442126687,0.495945639,0.449654398,0.455213487,0.491364441,0.525414605,0.100052939,0.108673805,0.111536846,0.10566049,0.099429907,0.094770082,0.09843987,0.101763733,0.11388045,0.113238147,0.102623561,0.112334043,0.115924129,0.158052476,0.224081198,0.228594185,0.223693774,0.213638107,0.229492976,0.236232496,0.230288153,0.234118815
Estonia,EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.028510624,0.035195055,0.033706488,0.046601489,0.040206258,0.071266639,0.176200089,0.259894721,0.518606514,1.373946221,1.804874046,2.303599755,1.698430033,1.710355497,1.732036773,1.828998176,1.892071525,2.001156605,2.249413069,2.044928673,1.99847689,2.022251307,1.880607375,1.871736631,1.745546511,1.652867107
Ethiopia,ETH,,,,,,,,,,,,,,,,,,,,,,0.143115767,0.132247823,0.128555478,0.142010313,0.149806328,0.137835616,0.081223995,0.103624664,0.056405544,0.042852731,0.07247883,0.143134858,0.208137211,0.355453886,0.356990143,0.187322453,0.107489034,0.349353425,0.437999948,0.644944838,0.222488067,0.420171887,0.538866604,1.320109902,1.399221469,1.126594271,1.815735658,1.428667802,0.806482761,1.457028567,1.684799193,1.441584553,1.748295051,3.230184878,1.682919868,1.03939582,0.481075407,0.517774816,0.500063821,0.375389582
European Union,EUU,,,,,,,,,,,,,,,,0.413256913,0.418834509,0.488222885,0.510468132,0.516254339,0.536866454,0.556277943,0.56188631,0.527434644,0.522140535,0.508898889,0.477218318,0.458956622,0.471441683,0.485201915,0.460584665,0.446882777,0.426479494,0.444959855,0.405468576,0.38366166,0.377846733,0.460955621,0.458777568,0.377613274,0.409358658,0.427370958,0.441704224,0.452998283,0.472023221,0.498822955,0.525723163,0.548532826,0.578279982,0.602052998,0.614581338,0.629473446,0.660184886,0.719895974,0.733719315,0.778059817,0.76500738,0.759934988,0.745002669,0.771654452,0.752146933
Fragile and conflict affected situations,FCS,,,,,,,,,,,,,,,,,,,,,,,,,,0.477286652,0.468804144,0.510159865,0.556682077,0.79491434,,0.954219477,1.150747749,1.582238685,1.649931291,1.552362822,1.511980399,1.613270972,1.907769268,2.194300956,1.702362185,1.639424645,2.485750938,3.181037557,3.324586029,4.19567394,3.729729889,3.360920299,2.954659915,3.094747012,2.767811697,2.943825306,2.711087801,2.753039978,2.611622362,3.890979181,4.110399914,4.186382473,4.30839596,4.10013644,3.837373033
Finland,FIN,,,,,,,,,,,,,,,,0.062820828,0.074750751,0.139415733,0.180599381,0.205645359,0.198067622,0.182579673,0.203700593,0.190644315,0.093432269,0.091043862,0.1006972,0.084875455,0.096557961,0.059532687,0.04446008,0.079190934,0.091629648,0.086366518,0.064756815,0.055338673,0.110089669,0.185367571,0.280077265,0.328071457,0.376056802,0.379164069,0.341461348,0.307332765,0.338334086,0.338010891,0.329540822,0.314759601,0.337085049,0.342883396,0.358700921,0.274689785,0.333761844,0.395600984,0.38926793,0.369143312,0.357828854,0.356174229,0.305193402,0.296588008,0.301287563
Fiji,FJI,,,,,,,,,,,,,,,,,,,,0.35201182,0.406645561,0.75281747,0.677169611,0.71089451,0.90096725,2.4233718,2.305604133,2.293279069,2.040875731,1.943774813,1.641404849,1.385936097,1.480557786,1.597647345,1.62355543,1.660071085,1.566684521,1.65697461,1.564913041,1.198170471,2.580164534,4.69510155,5.422080654,5.376263134,6.375192278,6.821443946,6.650176301,5.42319175,4.163201807,5.958884606,5.592441934,4.253685314,4.798772786,4.858308149,4.549503959,5.389319718,5.522947352,5.205733348,5.230663176,5.371954962,8.121678535
France,FRA,,,,,,,,,,,,,,,,0.174031586,0.175391807,0.307279847,0.312235556,0.312946205,0.205388407,0.207667164,0.228746185,0.228435279,0.237833728,0.251918171,0.26195702,0.264673745,0.335511872,0.314459887,0.317902918,0.363948399,0.371968566,0.38039547,0.283641482,0.276954397,0.269973892,0.670465161,0.666688611,0.632857533,0.651096238,0.667960171,0.709323034,0.66459568,0.630635071,0.646824262,0.670028473,0.661836843,0.68824746,0.730994249,0.752977612,0.80178286,0.844554502,0.868431418,0.889091899,0.98707702,0.97286808,0.961260659,0.940254206,0.959138518,0.95584953
Faroe Islands,FRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.375914759,4.466738935,4.05874085,3.401720238,3.148091218,2.970525863,2.915341785,4.646524171,4.487682827,4.767318894,5.614565117,6.116301594,6.308880892,6.359854343,0,0,0,0,0,0,0,0,
"Micronesia, Fed. Sts.",FSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.189994027,6.084209115,6.240893076,6.357030601,6.950062797,7.309992257,7.374232163,7.024118084,6.365097685,5.806624648,5.719420106,
Gabon,GAB,,,,,,,,,,,,,,,,,,,0.003709199,0.003102699,0.00110595,0.004764173,0.001682227,0.008511955,0.002570364,0.003998667,0.006787138,0.009125013,0.00350232,0.003743916,0.01471504,0.029521613,0.041380796,0.06927537,0.089540225,0.090174527,0.100590491,0.115371013,0.124083181,0.091083242,0.119098182,0.106782626,0.053351309,0.091975089,0.088187526,0.115082996,0,0.115688773,0.132641472,0.11430224,0.267376955,0.119669572,0.131542496,0.093926117,0.161872131,0.128331391,0.131618555,0.123634791,0.109463487,0.109384555,0.11373534
United Kingdom,GBR,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.183732116,0.178702852,0.181747551,0.192015502,0.182807324,0.172366639,0.166582859,0.172634287,0.104288123,0.100427898,0.10581924,0.0842805,0.323806116,0.306017952,0.302418234,0.294091501,0.277366474,0.246193485,0.238675567,0.225634629,0.211945437,0.205211033,0.217335602,0.19952634,0.191700361,0.18286555,0.172621954,0.161003135,0.170602138,0.170139713,0.161837065,0.153633249,0.148890577,0.122134185
Georgia,GEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.089969044,10.31951614,12.88548697,6.735292023,6.791101833,6.6651077,6.224905058,6.996382151,6.95706861,8.099636451,8.680582295,8.323680586,10.32447865,9.669908195,10.24180332,10.73551615,11.31667019,11.26949869,9.754889222,10.04364998,11.04447662,11.5586541,12.92085829,13.27523317
Ghana,GHA,,,,,,,,,,,,,,,,,,,,0.031658404,0.020246429,0.033156171,0.037165562,0.012323542,0.106520891,0.093243357,0.010475587,0.013793565,0.115432543,0.114247321,0.101881846,0.093988576,0.113815282,0.169285407,0.288361188,0.266190776,0.396540168,0.377286834,0.39433395,0.39770163,0.650143314,0.863779827,0.705768245,0.852943243,0.927460668,0.923104459,0.514915116,0.472710025,0.439715523,0.439401123,0.421936854,5.426498015,5.222789281,2.96704822,3.882307062,10.48959378,5.467824178,6.009681807,5.3900561,6.02920708,5.931850846
Gibraltar,GIB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003508444,0.003428787,1.120246785,0.918574415,0.673853743,0.451069258,0.28100657,0.148211557,0.014483788,0.020034055,0.027707645,0.039115147,0.138781463,0.17380491,0.03894205,0.308042677,0.514880583,3.222048329,1.145385216,1.415355269,0.699048945,0.239894899,0.883377614,0.774612762,0.674986751,0.950607163,0.868023137,1.110353202,1.383222853,1.484868119,0.606922411,0.432556271,0.23977336,1.170136391,0.143676595
"Gambia, The",GMB,,,,,,,,,,,,,,,,,,,0.200888502,0.237779858,0.162153949,0.132273549,0.086929786,0.328483206,,,,,,,,,,,,,,,,,,,,11.10175142,6.315494586,5.77055147,6.049967274,4.349639289,4.149896036,5.502995013,7.496898291,6.480762341,7.515829275,7.984043828,11.20582548,11.17870799,9.81279621,10.64298673,12.69159387,15.10481759,21.89454113
Guinea-Bissau,GNB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.912086309,0.563002283,0.40989991,0.453690426,0.589153411,0.63322982,0.707353501,0.721878801,0.73959087,0.744737504,1.940849629,2.679505834,2.161462816,2.554145784,4.220032062,4.843619532,5.205977061,3.389752505,4.308099362,6.17442988,5.69720486,5.884695355,5.399628542,4.738064795,4.613010371,6.097739379,8.760859403,8.104408768,4.786346352,7.790056237,8.505979707,10.50161209,8.589910734
Equatorial Guinea,GNQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.978800493,0.670646128,0.502232227,0.070615599,0.070637485,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Greece,GRC,,,,,,,,,,,,,,,,,2.584034419,2.598390907,2.234008224,2.167693316,1.969042074,2.233195818,2.087224382,1.950277085,1.967929038,1.68754838,1.715159582,2.143093765,2.277695899,1.751947407,1.856144377,2.066704581,2.177678747,2.440054184,2.475090394,2.400671558,2.110904953,2.13890146,1.850781605,1.602419196,1.685818087,1.479235613,1.079365248,0.775069835,0.516662846,0.492230853,0.564584681,0.779672597,0.758003831,0.612767092,0.504920426,0.419975744,0.281335255,0.337429202,0.312341586,0.260772858,0.216447367,0.200805761,0.230831287,0.32939088,0.322782132
Grenada,GRD,,,,,,,,,,,,,,,,,,,,,,,,,,,8.943878314,10.38713486,9.950399751,6.303819642,6.463197901,2.752306083,2.771564351,5.925931751,8.046234744,5.80170843,5.712348191,5.487694664,4.947922226,4.803195389,4.659858796,4.671223505,4.581503571,4.277083054,8.030315151,3.858226837,4.070869007,3.772974114,3.492876688,3.585306832,3.693205257,3.717792673,3.662333128,3.518297842,4.498240238,4.348482524,4.245366014,4.199464793,4.146153155,3.999982682,4.448748952
Greenland,GRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,,,,,,,,,,,,,,,,,,0.255451136,0.355813258,0.341900149,0.33254218,0.284635482,0.122748654,0.043093922,0.035902852,0.010286318,0.009679252,0.001411552,0.582789026,1.010614501,1.551608549,1.901957634,2.208634155,2.112291392,2.191287361,2.439373145,2.394921447,2.293419891,2.353639702,2.541704999,3.090908509,3.44333936,7.827117655,9.95052324,11.14420029,11.44956783,12.43966584,12.61980642,11.49403331,10.77994156,10.38606325,9.670274475,10.01185236,10.00768644,9.941580632,10.42337023,11.14649327,11.71444212,12.89148624,13.83484713,14.6935073
Guam,GUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,,,,,,,,,,,,,,,,,,,,,,,0.477178413,0.23841961,0.596368032,,,,,,,,0.273038896,0.266460329,0.247746743,0.273475997,2.069730052,2.002301286,1.951136074,2.950680506,3.830676269,3.131285496,7.023521853,13.36358507,19.42196081,24.4021998,9.163556411,10.19769938,9.053846822,8.278390336,10.71408942,11.16654125,11.54929878,7.8735188,7.986553121,7.074411474,6.004732702,6.788727516,6.969885733,7.351683026,6.60239655
High income,HIC,,,,,,,,,,,,,,,,,,0.204993094,0.215532382,0.229617571,0.252452702,0.230095137,0.228678027,0.20625944,0.189129132,0.214549545,0.246871986,0.253467787,0.262956217,0.261501276,0.267858702,0.214507136,0.209341778,0.19745584,0.185965154,0.177565848,0.176638758,0.194590666,0.196831152,0.18281027,0.177652959,0.185861003,0.195062684,0.207623144,0.21604437,0.215234336,0.226965648,0.24431534,0.264445236,0.267829707,0.259787948,0.267588965,0.263149707,0.279106663,0.285011082,0.280397459,0.274275603,0.27329252,0.270556942,0.269786728,0.26701134
"Hong Kong SAR, China",HKG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.090973055,0.078697025,0.078953606,0.090225551,0.072455738,0.074165178,0.141843226,0.163441678,0.151926892,0.149749799,0.162052064,0.162484593,0.148518539,0.141496676,0.139670277,0.130664352,0.127787649,0.125006794,0.124515593,0.128031037,0.117385614,0.124304785,0.132155115
Honduras,HND,,,,,,,,,,,,,,,0.077332046,0.066725979,0.063056384,0.062893081,0.040358485,0.042321689,0.040320955,0.043275111,0.035157594,0.040208213,0.03967195,0.039786887,0.036985966,0.544380666,0.708148444,0.894641253,1.277673766,1.776852853,2.265509441,1.294976852,1.917161113,2.318864427,3.016282372,3.311777929,3.534212603,5.118075443,6.602495336,7.978402755,10.19820527,10.51456016,13.18145238,18.5014712,21.60268244,21.14384094,20.32419598,16.98262054,16.52787351,15.86980545,15.7614147,16.7475021,17.05522393,17.47493759,17.79080208,18.68394806,19.84622674,21.52838034,23.45427169
Heavily indebted poor countries (HIPC),HPC,,,,,,,,,,,,,,,,,,,,,1.391350906,1.327357653,0.84221583,1.066269677,0.983911091,1.009441797,0.843690836,0.842019192,1.008375788,1.22973615,0.797184652,0.811574858,1.073358152,0.905935578,1.054474106,1.266009816,1.166482705,1.354203923,1.803786574,2.115618243,2.388542722,2.704167839,3.072735835,3.192384913,3.354488077,2.870423892,2.963273053,3.065677667,3.016703516,2.798960899,2.901280311,3.353107112,3.253979658,3.0459795,3.164040983,3.588098239,3.270142096,3.503462801,3.910542268,4.095691554,3.870254569
Croatia,HRV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.414820387,2.725405477,2.488481798,2.351886742,2.254627602,3.776979866,4.024636889,4.076397819,3.810211183,3.740440033,4.130902014,3.819975544,3.710148111,3.567065026,3.624319535,3.816947678,4.036014208,3.684464583,3.736116724,4.540930181,5.08995071,5.8573687,6.183094182,6.204344573,6.637705958,7.105126524
Haiti,HTI,,,,,,,,,,,,4.933847745,6.069869892,4.828620591,3.830913102,8.690930616,8.498293168,7.921858146,7.801272839,7.845641197,7.691863159,8.558875402,6.582553312,5.535846098,4.955401388,4.766596933,4.547886031,5.527550005,4.747646281,4.487904298,,,,,,,,,8.789150864,10.16073156,8.41502542,9.79715638,11.06393666,16.21922755,15.51170166,13.9880907,14.34605803,13.11820966,13.18784848,12.20557853,12.6381158,11.92556254,11.76113547,12.28435263,13.36667728,14.77756722,17.18725705,19.14926533,19.68135639,23.21300652,23.1817285
Hungary,HUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.301438469,0.334079844,0.411149018,0.393879828,0.372563058,0.769136575,0.677686606,0.656062186,0.547459021,0.608459984,0.647457089,0.742928471,0.697301002,0.829791994,1.20462616,1.402337114,1.626008408,2.450098,3.071831395,2.985751615,3.161207691,3.24683163,2.884496223,2.737490791,2.880887506,2.354515967
IBRD only,IBD,,,,,,,,,,,,,,,,,,,,0.983281623,,,1.068093046,1.081579971,1.056772038,0.914125093,0.903596557,1.000305957,0.90806895,0.911524121,0.908717128,0.933119713,1.091379024,1.055019714,1.031069654,0.939350024,0.915465496,1.022500059,1.019454243,1.125237045,1.137956948,1.263280687,1.437321194,1.625711988,1.572498619,1.495674088,1.48352581,1.451944672,1.375201217,1.33198707,1.200451179,1.12545979,1.118974088,1.125309526,1.177981971,1.269450101,1.235244763,1.234160074,1.246235629,1.259210158,1.32038127
IDA & IBRD total,IBT,,,,,,,,,,,,,,,,,,,,1.151060896,1.355039485,1.168622985,1.188077623,1.266915206,1.212671862,1.065456613,1.054345627,1.144551761,1.040130321,1.053898821,1.070250202,1.048152408,1.21436581,1.182985932,1.147977481,1.035867419,0.991150029,1.110257828,1.107091707,1.231694436,1.237141283,1.356984867,1.577189353,1.762229624,1.720851004,1.748646178,1.733493853,1.682498656,1.6038858,1.583209493,1.45164538,1.385663579,1.394070558,1.393801372,1.451236963,1.568302641,1.524297527,1.510620947,1.541670306,1.563689332,1.626846491
IDA total,IDA,,,,,,,,,,,,,,,,,,1.440717841,2.165697878,2.156180976,2.257245581,1.374131006,1.752116146,2.371296802,2.243676382,2.121684735,2.154554727,2.218239553,2.115773901,2.326748143,2.592920315,2.208224138,2.470489696,2.706645515,3.032433014,2.571058817,2.203452007,2.545709288,2.454348295,2.714258159,2.651525889,2.687498083,3.419403924,3.542684011,3.670253449,5.03491349,4.930858546,4.802269713,4.813236011,5.055408584,5.015096393,5.264021498,5.459572561,5.189002113,5.18658339,5.390776582,5.360782619,5.499073419,5.822110009,5.872032856,5.771358472
IDA blend,IDB,,,,,,,,,,,,,,,,,,1.523806686,2.047285435,1.774322548,1.932420817,1.034369012,1.380632491,2.033992366,2.079975512,2.056583132,2.228345956,1.982310136,1.694547361,1.906258543,1.75907015,1.418497178,1.422623549,2.184390117,2.265892569,1.698128813,1.284500589,1.98756076,1.557544608,1.980626027,1.757183666,1.578446579,2.431253641,2.306257806,2.435559539,5.563385676,5.18260198,4.914519501,4.537560792,5.27291345,5.096425449,5.162046455,5.042608623,4.754722787,4.761775317,4.93782092,5.363417564,5.922500644,6.118565851,6.110376807,5.915930109
Indonesia,IDN,,,,,,,,,,,,,,,,,,,,,,,,0.012337715,0.062460447,0.07152112,0.08880098,0.113262786,0.117437479,0.176810456,0.156396139,0.111471253,0.178868567,0.218978056,0.253826987,0.322066722,0.350090655,0.33603864,1.00389177,0.792135212,0.721241486,0.651928886,0.643419008,0.634107308,0.726653829,1.895843189,1.569616108,1.428528666,1.3315993,1.258924757,0.915919025,0.775387463,0.785753678,0.834434842,0.959926227,1.122044621,0.955775529,0.885128404,1.076048273,1.042488266,0.911820557
IDA only,IDX,,,,,,,,,,,,,,,,,,,,2.626345875,2.704686052,2.170541855,2.563736994,2.940060186,2.47388223,2.205672944,2.076372926,2.45746486,2.556435636,2.747500132,3.43382918,2.979446267,3.505334227,3.134091195,3.723238356,3.32710557,3.00186817,3.018534602,3.165034325,3.259396728,3.419336802,3.6181935,4.291605531,4.627191973,4.831878094,4.539383426,4.675681158,4.693526682,5.089935949,4.86111122,4.93504187,5.368915017,5.916589917,5.648248947,5.639341112,5.846859608,5.358341597,5.135313634,5.574414555,5.678879675,5.660436738
