Country Name,Country Code,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Curacao,CUW,0,150128491.6,135966480.4,133055865.9,143301676,142374301.7,148418994.4,160156424.6,155338570.7,176186257.3,130753456.9
Cayman Islands,CYM,0,0,0,0,0,0,13507646.33,15584663.38,14256282.67,14148597.56,14148597.56
Cyprus,CYP,861734943.6,740510457.8,601116874.6,430999362.6,323088099,297848196.4,391574035.8,450199762.8,521161128.7,438516385.2,576879567.6
Czech Republic,CZE,1229063882,1394312633,1409130137,1737884337,2628261738,2674828099,3126388080,3585217057,3935990609,3859937090,4184383610
Germany,DEU,12788812790,15337123635,14637030444,16395715917,17075378095,15578082899,15197536776,15688314346,16887715832,18271041363,17898798739
Djibouti,DJI,32641049.74,32359709.88,33265624.21,39787082,37879597.8,39713933.64,40237225.76,41323197.6,59857867.11,79461628.06,64055457.71
Dominica,DMA,22889296.3,22870140,23248898.52,23551134.07,50494650.15,55928203.98,44033723.67,44351321.08,49178680.74,49178680.74,49000000
Denmark,DNK,925467462.1,1149885933,1182244240,1370760789,1483021800,1258255663,1247014793,1314451448,1415297049,1451438647,1488326094
Dominican Republic,DOM,3887000000,4240700000,4262100000,4485500000,4810400000,5196200000,5508400000,6177800000,6817700000,7420600000,8331600000
Algeria,DZA,196589288,202869816.2,214841268.6,209601443.4,2452442617,1997393458,1989023597,1791887073,1984998399,1785838683,1699608935
East Asia & Pacific (excluding high income),EAP,57499841340,63366304937,68196522474,74853014299,91292595651,97437811783,93490888940,98880185607,1.00121E+11,97741848958,95509406612
Early-demographic dividend,EAR,1.87119E+11,2.11076E+11,2.34421E+11,2.41984E+11,2.59245E+11,2.62636E+11,2.58929E+11,2.79461E+11,3.06026E+11,3.25186E+11,3.35329E+11
East Asia & Pacific,EAS,68803892737,76724575737,81965256983,88358737364,1.06232E+11,1.11549E+11,1.08074E+11,1.14069E+11,1.15656E+11,1.13223E+11,1.11069E+11
Europe & Central Asia (excluding high income),ECA,38491992145,44892374158,47337312040,56112265202,54963008902,47660361514,49097206526,58807320143,65964369069,69848447512,63661756179
Europe & Central Asia,ECS,1.34062E+11,1.50354E+11,1.49846E+11,1.67717E+11,1.70947E+11,1.54223E+11,1.55359E+11,1.69447E+11,1.83031E+11,1.87514E+11,1.76494E+11
Ecuador,ECU,2599027039,2680596337,2476225962,2458803089,2472449389,2387555892,2612078852,2849068577,3039078509,3242684317,3343696164
"Egypt, Arab Rep.",EGY,12453100000,14324300000,19236400000,17833100000,19570400000,18325400000,18590400000,24737400000,25515700000,26781400000,29602900000
Euro area,EMU,69326718913,77373815447,75264384430,82115303693,84957179728,77852731292,77454186131,80710386849,85850731409,86763416491,84179476332
Eritrea,ERI,0,0,0,0,0,0,0,0,0,0,
Spain,ESP,1595954495,1714254523,2093910956,3035756690,3130366133,2673407399,2632183875,3004745214,3355210688,3208020123,3000196652
Estonia,EST,357084044.2,438650597.7,460675591.6,564796469.4,543923581.7,457282652.5,486482638.4,505091283.8,570404476.9,541915243.8,506608486.8
Ethiopia,ETH,436143876.3,538339894.7,624360669.9,833031317,1796377787,1086986751,772235946.6,393379170,436325463.1,479624165.3,404088319.9
European Union,EUU,89365489769,99077075847,96604826159,1.10083E+11,1.14686E+11,1.05377E+11,1.06201E+11,1.11955E+11,1.1898E+11,1.20988E+11,1.14901E+11
Fragile and conflict affected situations,FCS,41801888757,43370873226,45902719728,49206459045,50691862046,50446575601,49283699677,49262933635,54992315571,54662466757,46577615727
Finland,FIN,893815226.2,756066320.3,862122979.6,1073207239,1068529689,865419880.7,860964517.5,908303115.9,841053346.5,797176578.3,812727157.7
Fiji,FJI,175631133.1,160556654.5,190607858.3,203570068.9,220967734.4,252357421.4,272292584,278683959.3,291943874.7,295256111.9,355405851.1
France,FRA,19898258274,22942280254,22666366759,24412282153,25358374728,24066989837,24042348847,24884547856,26229274711,26173645645,25141879667
Faroe Islands,FRO,146392824.3,158411750,0,0,0,0,0,0,0,0,
"Micronesia, Fed. Sts.",FSM,18066700,19428000,20803300,22046600,23338700,23338700,23338700,23338700,23338700,23338700,23338700
Gabon,GAB,38428998.66,21792198.45,22586458.56,16527000.61,29467150.85,18458042.25,18458042.25,18458042.25,18458042.25,18458042.25,17734957.67
United Kingdom,GBR,4951404773,5099003471,4944716073,4804502413,4935585091,5003393486,4582283767,4308885980,4389788199,4214814558,3307080784
Georgia,GEO,1183935750,1547274440,1770115175,1945284852,1986474924,1458741311,1520785231,1793945161,2034288456,2258211425,2109658757
Ghana,GHA,135852160,2134638607,2155495000,1863990000,2007831480,4982442362,2979934204,3536410000,3520566623,4053694729,4291956801
Gibraltar,GIB,,,,,,,,,,,
Guinea,GIN,46260000,64500000,66300000,93010000,121425853.2,130582308.4,52170780.86,44660000,28430000,158130000,22530000
"Gambia, The",GMB,115699061,91358953.77,106349453.1,109829222,137771209.4,154062367.7,145678794.7,160167345.3,212034736.1,275825107.5,416418880.7
Guinea-Bissau,GNB,45890277.97,52110120.36,45635184.42,63787684.42,92419676.5,84952814,56431260,105179557.5,127983532.8,151185244.9,122986755
Equatorial Guinea,GNQ,0,0,0,0,0,0,0,0,0,0,
Greece,GRC,1498782297,1186959012,680981913.3,804714812.7,734925603.1,509336316.2,417164366.4,400870186.2,489699591.4,676327504.8,611381979.6
Grenada,GRD,28475102.22,28948812.96,29294352.96,29645885.19,41001343.15,43354715.42,45070131.1,47272753.03,48455938.36,48455938.36,48455938.36
Greenland,GRL,,,,,,,,,,,
Guatemala,GTM,4224679960,4533048950,4965274170,5303727620,5751442990,6481896460,7362674020,8393882100,9437674500,10655601360,11402842290
Guam,GUM,,,,,,,,,,,
Guyana,GUY,367805406.3,412200000,469258405.5,328152658.5,329658104.9,302773517.6,269173992.9,322340617.5,333692746,380358401,361234056.6
High income,HIC,1.16795E+11,1.29818E+11,1.27743E+11,1.36986E+11,1.42821E+11,1.32693E+11,1.32664E+11,1.38013E+11,1.45222E+11,1.46151E+11,1.40492E+11
"Hong Kong SAR, China",HKG,339569368.9,351638509.3,366815267.3,360237541.4,372449060.1,386750552.6,399492889.2,436898438.6,424573814.6,451246722.1,458030968.6
Honduras,HND,2617906839,2810592536,2920369783,3098239342,3369514367,3666201327,3863739159,4322761614,4776545983,5401465665,5588646521
Heavily indebted poor countries (HIPC),HPC,14404124049,18303957102,18627819132,19544398933,21452140456,23888463360,21960563233,24727872130,29363189303,31815910669,30596501039
Croatia,HRV,2287050682,2524036566,2084700260,2174198361,2617373484,2520836136,3022469472,3430482308,3807930277,4032578218,3976496447
Haiti,HTI,1473804721,1551366394,1612326050,1780995274,1977033926,2195560227,2358653340,2721841068,3142260453,3326925993,3110523649
Hungary,HUN,1849914264,2305025006,3147775617,4159619081,4202893825,3953857949,4171221937,4123722118,4391786395,4710356234,3649804132
IBRD only,IBD,2.40319E+11,2.66115E+11,2.81322E+11,2.98909E+11,3.23604E+11,3.23686E+11,3.17646E+11,3.50277E+11,3.75513E+11,3.88197E+11,3.88819E+11
IDA & IBRD total,IBT,3.12714E+11,3.49622E+11,3.742E+11,3.96418E+11,4.27834E+11,4.31098E+11,4.22501E+11,4.59008E+11,4.97772E+11,5.16121E+11,5.15844E+11
IDA total,IDA,72394720315,83506931665,92878001779,97509404241,1.0423E+11,1.07413E+11,1.04855E+11,1.08731E+11,1.22259E+11,1.27924E+11,1.27024E+11
IDA blend,IDB,35675946742,41522256066,44858013685,45922630387,49370436594,49362919442,49928260174,53797934646,57879290923,59549903163,55885749313
Indonesia,IDN,6916051073,6923970511,7212196578,7614419340,8551164469,9659168639,8906655811,8989529971,11215344812,11666395059,9650926142
IDA only,IDX,36718773573,41984675599,48019988093,51586773854,54859687325,58049696197,54926719985,54932795211,64379575641,68373725314,71138736517
Isle of Man,IMN,,,,,,,,,,,
India,IND,53479960083,62499075445,68820517838,69970360847,70388642797,68909693353,62744364090,68967175500,78790170929,83332078002,83149172934
Not classified,INX,,,,,,,,,,,
Ireland,IRL,658009928.9,756001123,694996338.5,722434618.5,725770039.3,603613504.8,575484813.7,596677078.5,623629069,586686133.5,368088512.5
"Iran, Islamic Rep.",IRN,1181000000,1330000000,1330000000,1330000000,1330000000,1330000000,1330000000,1330000000,1330000000,1330000000,1330000000
Iraq,IRQ,176700000,223000000,271000000,727000000,729400000,1004500000,986400000,1088500000,741700000,859200000,644400000
Iceland,ISL,135558471.2,150920465.8,154533791.4,207340817.9,217453947.3,216395660.3,207618131.3,186187979.9,171226792.2,181786998.1,162677416.6
Israel,ISR,571500000,594600000,684900000,764800000,859000000,853100000,963400000,991200000,1021600000,953400000,1138100000
Italy,ITA,7975133246,8731247318,9166139341,9436137008,10099257246,9608855965,9513962939,9742186172,9899652023,10458515879,9711242183
Jamaica,JAM,2026445825,2105606761,2168136683,2171887541,2268785014,2361233874,2433422796,2462677565,2501614919,2562542095,3066873500
Jordan,JOR,3622957746,3683943662,3848309859,5342816901,6369718310,5348309859,4374647887,4431971831,4471971831,4389295775,3901267606
Japan,JPN,1684468955,2131729225,2539577665,2363853398,3733912542,3325097903,3830448522,4443028775,4369453719,4388723266,4875181074
Kazakhstan,KAZ,225556234.3,179708290.7,282984848.9,341405870.7,401380996.1,294269675.9,384165377.8,560420963.9,618039381,506076000.8,374391281.1
Kenya,KEN,685755700.5,934139771.4,1211015734,1304270349,1440840740,1569256448,1744642661,1962264726,2720366061,2838192215,3100000000
Kyrgyz Republic,KGZ,1266195469,1708694028,2031374213,2277998114,2242827292,1687701982,1994607958,2485778060,2688570122,2410507185,2422824642
Cambodia,KHM,557456183.5,610649730.2,855043136.9,1003326431,1103123112,1185470633,1199209466,1287315707,1431304827,1524617295,1271950836
Kiribati,KIR,15649980.56,17030625.96,17642506.7,17254064.88,16381031.1,14048045.1,16294959.64,17959541.39,19978146.63,20075191.14,19071370.52
St. Kitts and Nevis,KNA,47033062.22,44674842.96,51049481.11,51570135.93,21762878.49,24305014.17,22553665.25,24788353.83,25857329.98,25857329.98,25857329.98
"Korea, Rep.",KOR,5853700000,6602200000,6589100000,6475400000,6573500000,6463900000,6523600000,6526400000,7125100000,7166100000,7412800000
Kuwait,KWT,4808113.945,5635456.26,2613869.436,4224467.043,3839517.358,34265894.53,3992522.746,22951786.93,27716388.99,25700374.72,21858896.87
Latin America & Caribbean (excluding high income),LAC,56368060358,59709383602,60096242948,61352399328,64330922855,68538526654,73357980130,81533847810,89590405617,97072360792,1.03057E+11
Lao PDR,LAO,41774224.63,110297813.1,202988749.1,170436768.1,188048239.7,189212313.6,189361894,242708578.1,239879527,296516566.7,232166104
Lebanon,LBN,6914055025,6877547082,6671241575,7566589340,7190794585,7480817047,7605729645,7061853364,6977962174,7409908589,6298422300
Liberia,LBR,294231962.2,523002507.4,546822359.4,412747709.3,512000267.6,654424479.5,580127751.4,403475872.7,459924732.1,346244091.6,333398262.7
Libya,LBY,0,0,0,0,0,0,0,0,0,0,
St. Lucia,LCA,28993654.44,29444433.7,29789458.89,30146932.59,35230047.98,40500667.35,38390538.56,41960286.33,42983521.57,42983521.57,40893937.85
Latin America & Caribbean,LCN,56943247874,60630756998,60937377395,62263105968,65224855098,69469204781,74424971550,82575643704,90615765066,98116455673,1.04094E+11
Least developed countries: UN classification,LDC,26381783177,29740594549,34736217644,37529305061,40661408334,42404580013,41127189333,38950229776,47512175919,50242725071,52435996292
Low income,LIC,8550114093,7804565497,9685140973,10342762733,11220618069,11675509035,11430726393,7962607342,11901662413,11512836145,11148010185
Liechtenstein,LIE,,,,,,,,,,,
Sri Lanka,LKA,4123130000,5153010000,5999552324,6422186627,7036326551,6999731475,7261851525,7190296015,7043039552,6748702044,7140414362
Lower middle income,LMC,1.91045E+11,2.19299E+11,2.43289E+11,2.52346E+11,2.66153E+11,2.68973E+11,2.6356E+11,2.89636E+11,3.17567E+11,3.33321E+11,3.33503E+11
Low & middle income,LMY,3.03135E+11,3.39878E+11,3.6629E+11,3.87742E+11,4.19039E+11,4.23009E+11,4.14136E+11,4.5035E+11,4.89002E+11,5.07767E+11,5.0787E+11
Lesotho,LSO,610124769.9,649335749.7,554558512,462918822.8,392994339.1,370828477.7,453529594.8,549810084.3,581803816.4,543706903.6,470565619.5
Late-demographic dividend,LTE,91461463155,1.01386E+11,1.03301E+11,1.14619E+11,1.30259E+11,1.28309E+11,1.22892E+11,1.31872E+11,1.3391E+11,1.32096E+11,1.3062E+11
Lithuania,LTU,1673160029,1955415494,1507182354,2059903381,2113240954,1372817412,1279932372,1302553154,1386978491,1303940311,790579509.4
Luxembourg,LUX,1669576588,1810620151,1717898508,1921579735,1888091668,1675230438,1739875976,1907535913,2098194469,2041361756,2138374842
Latvia,LVA,1257366065,1505693369,1498595198,1604442121,1553480634,1335768739,1234945490,1274146124,1237349320,1142611838,1088349705
"Macao SAR, China",MAC,46853508.75,48292669.47,46907064.12,48659083.05,36864800.29,39527609.17,27588639.77,25425686.27,22801205.46,21556766.43,18877937.33
St. Martin (French part),MAF,,,,,,,,,,,
Morocco,MAR,6422541530,7256310892,6507905288,6881699960,7788695018,6903543638,6383473884,6823002118,6919419948,6962578453,7418557947
Monaco,MCO,,,,,,,,,,,
Moldova,MDA,1752830000,1813110000,1986440000,2191540000,2075920000,1540120000,1467220000,1637870000,1837640000,1909630000,1876450000
Madagascar,MDG,455825544.2,335015247,330495619.9,357754330.9,344438244,326844541.4,299204626.1,342776977.9,425502225.7,407676204.2,391856981.4
Maldives,MDV,3159198.48,2997538.939,3147415.886,3304786.681,3470026.015,3643527.316,3825703.681,4016988.865,4217838.309,4428730.224,4650166.735
Middle East & North Africa,MEA,38219923611,40164194772,47442578003,48950026471,54897555145,51502265994,50922245995,53854603615,54905498377,56701610290,58410832897
Mexico,MEX,22080259154,23445660523,23208649190,23188811955,24802081325,26233171803,28690957406,32270507679,35768416627,39021789685,42878274907
Marshall Islands,MHL,22214933.55,22145271.41,23236798.2,24555434.91,26081549.3,27340028.91,28340028.91,30450053,31450053,31450053,31000000
Middle income,MIC,2.94585E+11,3.32074E+11,3.56605E+11,3.774E+11,4.07818E+11,4.11333E+11,4.02705E+11,4.42388E+11,4.77101E+11,4.96254E+11,4.96722E+11
North Macedonia,MKD,387931157,434124447,394153574,376068216.9,366518601,306656775,290838022,314499343,344454462,317088137,412880382
Mali,MLI,472745533.9,784108010.6,827464340.9,894509061,920264926,816601762.1,826680970.8,883257573.6,1022074241,1022074241,987299900.5
Malta,MLT,229566340.7,227124910,200108441.5,245878450.1,252779864,274400266.6,251428716.5,269545190.7,277412663.3,264555601.1,281376048.5
Myanmar,MMR,114854849.3,127075981.1,274616061.7,1643883378,1807677675,1933727555,2254714796,2452869388,2673495005,2553189788,2249552447
Middle East & North Africa (excluding high income),MNA,37138557453,38480462995,45466727286,47052942913,52970993686,49568965817,48978319757,51575186202,52737809988,54508264926,55976584824
Montenegro,MNE,415967090.4,509607732.2,507500921.4,545308440.1,543354188.6,469734652.3,480844129.1,522997313.5,588907941.6,584315521.9,600703223.8
Mongolia,MNG,266242560.5,249642620.8,323836415.1,257134721.7,255121827,260910769.8,259876359.2,273364998.1,440554140.3,560930420.4,548833335.4
Northern Mariana Islands,MNP,,,,,,,,,,,
Mozambique,MOZ,115777234.5,129669769.6,174107424.2,152410998.7,155464965.9,142879136.5,93372689.55,257936772.5,296070198.9,299567589.2,348813813.3
Mauritania,MRT,0,0,0,0,0,0,0,77170265.83,60391856.66,64458913.64,168665175.6
Mauritius,MUS,814358.9092,518994.6691,861942.5999,552880.1027,327038003.8,223577781.4,194066629.1,250243134.9,244621262.5,318511666.2,284728298.4
Malawi,MWI,21767663.62,25320230.69,28303298.99,34132322.31,38487169.24,41493977.04,39053133.13,78392829.79,180578523.1,217457944.5,189021273.5
Malaysia,MYS,1102925378,1211496096,1293805738,1423370252,1579517557,1643720838,1603918551,1648944928,1685578502,1597353742,1431607861
North America,NAC,8390573551,8506636419,8748376017,9174425004,9189987399,9297646940,9065268190,9121140785,9683323618,10022011767,8897063867
Namibia,NAM,69207299.23,78755190.52,80114673.13,64103034.95,80721935.11,46673693.35,66479264.7,48292447.47,53670691.33,65593517.23,64026883.05
New Caledonia,NCL,491844506.8,594238509.9,715008460,724233290.9,720847485.6,612898777.6,621061715.8,621061715.8,621061715.8,621061715.8,621061715.8
Niger,NER,134423547.5,166152208.7,151834370,145912239.1,219080292,171586253,176370907.3,264041277.6,296677560,308661888.8,300138838.9
Nigeria,NGA,19744755063,20616772501,20542884460,20797073957,20999084800,20626046924,19697938004,22037016832,24311022416,23809281401,17207547306
Nicaragua,NIC,824800000,913600000,1016300000,1081300000,1140200000,1197500000,1268100000,1394700000,1504800000,1686400000,1855400000
Netherlands,NLD,1720053466,1788734673,1640149697,1618625741,1482635750,2298091259,2159875374,2226489767,2476207924,2257581131,2358923353
Norway,NOR,679971540.3,764994189.9,766529947,791457692,759947590.4,608942452.3,593573549,615776510.1,644347130.3,616648407.2,587890560
Nepal,NPL,3464092682,4216894010,4792506200,5583702128,5888650155,6729935671,6611838544,6928133767,8286629516,8244465869,8107744662
Nauru,NRU,212867.9362,1231651.413,8378829.69,10689194.74,11852785.56,10420480.41,11739815.54,10346242.86,6535565.314,,
New Zealand,NZL,370502945.3,455316355.6,461782564.2,459239108.4,535105600.1,531736255.3,528072446.6,539993753.1,520357053.4,497007451.3,398804854
OECD members,OED,1.38271E+11,1.51624E+11,1.49804E+11,1.59609E+11,1.66253E+11,1.58185E+11,1.60049E+11,1.68641E+11,1.80041E+11,1.83997E+11,1.81843E+11
Oman,OMN,39011703.51,39011703.51,39011703.51,39011703.51,39011703.51,39011703.51,39011703.51,39011703.51,39011703.51,39011703.51,39011703.51
Other small states,OSS,3380199105,4118134052,4129606121,3701467824,4079610926,3672893556,3781038420,4479020542,4670927926,4824765612,5038690189
Pakistan,PAK,9690000000,12263000000,14007000000,14629000000,17244000000,19306000000,19819000000,19856000000,21193000000,22252000000,26108000000
Panama,PAN,410000000,368200000,410900000,461400000,756400000,554200000,502518500,533355900,537877200,580854157,455712237.1
Peru,PER,2533910907,2696961723,2787954663,2707246390,2636539865,2725062654,2883886545,3051238954,3224754055,3325921219,2938000000
Philippines,PHL,21556633836,23053626019,24609679613,26716840269,28690797896,29799395700,31141973475,32809770434,33808967986,35167471832,34913342999
Palau,PLW,1685461.37,1967273.556,2360256.649,2359934.249,2218252.449,2273734.061,2360132.693,2176267.575,2176267.575,2176267.575,2176267.575
Papua New Guinea,PNG,3501731.446,12299746.09,14254412.22,14280890.13,10474115.13,3944547.935,2694279.502,4262316.573,3670805.657,3000000,2000000
Poland,POL,7712000000,7768000000,7041000000,7457000000,7468000000,6834000000,6764000000,6933000000,7112000000,6501000000,5930000000
Pre-demographic dividend,PRE,28237081912,30630152229,30715524564,32059216182,32690099223,33498085011,32607673462,36205032478,43120577291,42570940520,35923918134
Puerto Rico,PRI,,,,,,,,,,,
"Korea, Dem. People's Rep.",PRK,,,,,,,,,,,
Portugal,PRT,516896598,539538479.7,461187847.8,446468761.5,437460850.7,369222823,424677827.9,490417613.2,545035055.3,617601901.9,590544165.4
Paraguay,PRY,409885000,540670000,634100000,623280000,506640000,553640400,656858400,704073600,682869965.8,665990282.5,583714988.9
West Bank and Gaza,PSE,927139386.6,1141713036,1737049553,1489335822,1804542445,1817412109,2086576176,2378923437,2833912788,2860918604,2650000000
Pacific island small states,PSS,475962943.4,509557889.3,578568967.2,613755956.9,642446418,714027805.1,713104790.4,700797136.2,762500762.3,817690230,886519405.4
Post-demographic dividend,PST,1.10736E+11,1.24108E+11,1.23268E+11,1.33556E+11,1.37006E+11,1.28658E+11,1.29862E+11,1.38117E+11,1.48402E+11,1.51182E+11,1.43479E+11
French Polynesia,PYF,650741021.2,722369036.5,633487535,671653930.2,660117942.4,564273664.8,581560094.2,581560094.2,581560111.8,581560111.8,581560111.8
Qatar,QAT,0,573626373.6,803296703.3,574395604.4,498626373.6,437087912.1,378571428.6,665934065.9,467032967,576648351.6,651648351.6
Romania,ROU,641386614.5,694116383.4,733218617.5,4805772256,5083522749,5391416914,5929792425,6555658959,6983986125,8142029279,7446920974
Russian Federation,RUS,5250020000,6103270000,5787730000,6750810000,7776540000,6903390000,6688670000,8235000000,9287270000,10432480000,9914970000
Rwanda,RWA,106471877,174202485.5,182402478.1,170199422.5,183593635.9,159199957,172516841,215292394.8,260511615.6,260710294.7,241000000
South Asia,SAS,81997033719,96395627273,1.0798E+11,1.10834E+11,1.15816E+11,1.17613E+11,1.10677E+11,1.17313E+11,1.31745E+11,1.39831E+11,1.47132E+11
Saudi Arabia,SAU,236480000,243733333.3,245920000,268773333.3,273304000,295434400,307521866.7,290774666.7,334914666.7,334029333.3,302253072.1
Sudan,SDN,1455537377,824220909.3,595843243.8,619508803.4,506556821.9,151392010.5,153411466.3,212936009.9,425214350.6,522317287.8,496201423.4
Senegal,SEN,1479119820,1616025933,1576225069,1777897284,1931624793,1757754462,1980581470,2148911385,2427531906,2522205665,2561899542
Singapore,SGP,0,0,0,0,0,0,0,0,0,0,
Solomon Islands,SLB,14278624.92,16928911.05,20723053.99,20640175.11,16335086.98,18587890.83,20282719.83,16328761.33,19899017.72,25474128.76,27508844.21
Sierra Leone,SLE,44218584.27,58811616.45,64534081.21,69660699.5,62430104.57,48163694.6,46828893.23,48340859.86,62075450.29,52980314.89,59000000
El Salvador,SLV,3471836719,3643949246,3914048534,3966478548,4160378001,4274620676,4561580071,4996353545,5391738702,5661160275,5936157615
San Marino,SMR,,,,,,,,,,,
