Country Name,Country Code,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Cote d'Ivoire,CIV,1.500844039,1.562562599,1.370284503,1.23038314,1.094953643,0.734223988,0.713938342,0.59634834,0.572381204,0.56080225,0.52773259
Cameroon,CMR,0.439335082,0.747366579,0.722981728,0.754476451,0.809778979,0.781498579,0.823900491,0.904905291,0.862028082,0.911496439,0.853394227
"Congo, Dem. Rep.",COD,0.072800722,4.363432444,2.920379061,3.064155587,2.106462278,3.07657919,1.598178192,2.83091979,3.892064779,4.119617437,2.22396328
"Congo, Rep.",COG,0.252023161,0.397474606,0.38628492,0.401237634,0.232197426,0.25059532,0.075845626,,,,
Colombia,COL,1.406617339,1.224478557,1.083430487,1.164523393,1.093046077,1.704227443,1.835748853,1.865686813,1.997341398,2.199958211,2.553594273
Comoros,COM,9.609485759,10.57329122,10.84847341,0,13.9021543,13.65030671,11.52660334,12.2139852,14.64707023,14.46845216,13.23292437
Cabo Verde,CPV,7.865710956,9.479261812,10.1601047,9.506683782,10.5910007,12.58163087,12.71040272,12.23605867,11.92218892,12.17599556,14.42464201
Costa Rica,CRI,1.409209523,1.216529083,1.190605712,1.170565354,1.141803897,0.977976175,0.926850348,0.925980262,0.855862182,0.86531405,0.853025087
Caribbean small states,CSS,5.192296968,5.170699555,5.214117873,4.94055037,5.12467111,5.45342105,5.772583292,5.811531688,5.62645494,5.749851126,7.362057675
Cuba,CUB,,,,,,,,,,,
Curacao,CUW,,4.940550595,4.342456334,4.227194722,4.537151793,4.517079052,4.753533229,5.138802059,4.966212832,5.680152022,
Cayman Islands,CYM,0,0,0,0,0,0,0.275132888,0.301650286,0.258143205,0.238361647,
Cyprus,CYP,3.348828123,2.686369875,2.406535827,1.803278773,1.395216098,1.501069083,1.868781394,1.980712354,2.059126327,1.757646551,2.423421773
Czech Republic,CZE,0.587872114,0.607377605,0.67468425,0.820974219,1.255386117,1.422530823,1.592884868,1.639863891,1.581035941,1.52869987,1.70547883
Germany,DEU,0.376545334,0.409600694,0.414958862,0.439240364,0.439642871,0.464153423,0.438285379,0.426112272,0.424811088,0.469894697,0.4653373
Djibouti,DJI,2.89214171,2.611455713,2.457506994,1.947657515,1.710385739,1.634124605,1.545472525,1.501863801,1.986771827,2.390086305,1.892665674
Dominica,DMA,4.635094088,4.56466199,4.783760431,4.726331351,9.706638051,10.34295788,7.641697233,8.531773982,8.924150682,8.558657634,10.42840815
Denmark,DNK,0.287416469,0.334266118,0.361377978,0.398958981,0.420127069,0.41571444,0.398259774,0.395774792,0.396618155,0.41760646,0.417969487
Dominican Republic,DOM,7.216834999,7.307803231,7.023717916,7.155943135,7.160473587,7.301640918,7.276164533,7.722445414,7.968756794,8.343255633,10.56710185
Algeria,DZA,0.121948122,0.101428296,0.102765859,0.099926791,1.147019478,1.203400047,1.242874372,1.053448704,1.131601367,1.043387242,1.170820644
East Asia & Pacific (excluding high income),EAP,0.731436269,0.660366727,0.637353297,0.633787443,0.717091057,0.734758732,0.690295458,0.667860351,0.604785899,0.570822228,0.546891809
Early-demographic dividend,EAR,2.184909277,2.218999706,2.350192741,2.382766246,2.467330313,2.696471427,2.596608816,2.600326995,2.832598392,2.926781621,3.298737462
East Asia & Pacific,EAS,0.408732323,0.392506385,0.391831947,0.418175622,0.488981918,0.516615388,0.482917987,0.47760322,0.444392428,0.425598278,0.422751501
Europe & Central Asia (excluding high income),ECA,1.237172955,1.167987717,1.161735908,1.2959544,1.359883415,1.540016566,1.657906784,1.76762682,1.927887056,2.000489101,2.004434323
Europe & Central Asia,ECS,0.639720431,0.647216465,0.669065842,0.716682378,0.720594283,0.754525915,0.762636688,0.785630169,0.791360811,0.821233812,0.803548774
Ecuador,ECU,3.736630473,3.381318287,2.816307995,2.584686117,2.430491069,2.404619529,2.613707296,2.731717752,2.825420021,2.999485743,3.384033505
"Egypt, Arab Rep.",EGY,5.686771175,6.069884254,6.891885114,6.182729252,6.404022911,5.56383109,5.592077951,10.49379043,10.2180103,8.836387591,8.153513522
Euro area,EMU,0.549094921,0.568143774,0.595622486,0.622633247,0.629836964,0.667289764,0.647462458,0.638286293,0.627002088,0.64716308,0.646986676
Eritrea,ERI,0,0,,,,,,,,,
Spain,ESP,0.112334043,0.115924129,0.158052476,0.224081198,0.228594185,0.223693774,0.213638107,0.229492976,0.236232496,0.230288153,0.234118815
Estonia,EST,1.828998176,1.892071525,2.001156605,2.249413069,2.044928673,1.99847689,2.022251307,1.880607375,1.871736631,1.745546511,1.652867107
Ethiopia,ETH,1.457028567,1.684799193,1.441584553,1.748295051,3.230184878,1.682919868,1.03939582,0.481075407,0.517774816,0.500063821,0.375389582
European Union,EUU,0.614581338,0.629473446,0.660184886,0.719895974,0.733719315,0.778059817,0.76500738,0.759934988,0.745002669,0.771654452,0.752146933
Fragile and conflict affected situations,FCS,2.767811697,2.943825306,2.711087801,2.753039978,2.611622362,3.890979181,4.110399914,4.186382473,4.30839596,4.10013644,3.837373033
Finland,FIN,0.358700921,0.274689785,0.333761844,0.395600984,0.38926793,0.369143312,0.357828854,0.356174229,0.305193402,0.296588008,0.301287563
Fiji,FJI,5.592441934,4.253685314,4.798772786,4.858308149,4.549503959,5.389319718,5.522947352,5.205733348,5.230663176,5.371954962,8.121678535
France,FRA,0.752977612,0.80178286,0.844554502,0.868431418,0.889091899,0.98707702,0.97286808,0.961260659,0.940254206,0.959138518,0.95584953
Faroe Islands,FRO,6.308880892,6.359854343,0,0,0,0,0,0,0,0,
"Micronesia, Fed. Sts.",FSM,6.084209115,6.240893076,6.357030601,6.950062797,7.309992257,7.374232163,7.024118084,6.365097685,5.806624648,5.719420106,
Gabon,GAB,0.267376955,0.119669572,0.131542496,0.093926117,0.161872131,0.128331391,0.131618555,0.123634791,0.109463487,0.109384555,0.11373534
United Kingdom,GBR,0.19952634,0.191700361,0.18286555,0.172621954,0.161003135,0.170602138,0.170139713,0.161837065,0.153633249,0.148890577,0.122134185
Georgia,GEO,9.669908195,10.24180332,10.73551615,11.31667019,11.26949869,9.754889222,10.04364998,11.04447662,11.5586541,12.92085829,13.27523317
Ghana,GHA,0.421936854,5.426498015,5.222789281,2.96704822,3.882307062,10.48959378,5.467824178,6.009681807,5.3900561,6.02920708,5.931850846
Gibraltar,GIB,,,,,,,,,,,
Guinea,GIN,0.674986751,0.950607163,0.868023137,1.110353202,1.383222853,1.484868119,0.606922411,0.432556271,0.23977336,1.170136391,0.143676595
"Gambia, The",GMB,7.496898291,6.480762341,7.515829275,7.984043828,11.20582548,11.17870799,9.81279621,10.64298673,12.69159387,15.10481759,21.89454113
Guinea-Bissau,GNB,5.399628542,4.738064795,4.613010371,6.097739379,8.760859403,8.104408768,4.786346352,7.790056237,8.505979707,10.50161209,8.589910734
Equatorial Guinea,GNQ,0,0,0,0,0,0,0,0,0,0,
Greece,GRC,0.504920426,0.419975744,0.281335255,0.337429202,0.312341586,0.260772858,0.216447367,0.200805761,0.230831287,0.32939088,0.322782132
Grenada,GRD,3.693205257,3.717792673,3.662333128,3.518297842,4.498240238,4.348482524,4.245366014,4.199464793,4.146153155,3.999982682,4.448748952
Greenland,GRL,,,,,,,,,,,
Guatemala,GTM,10.38606325,9.670274475,10.01185236,10.00768644,9.941580632,10.42337023,11.14649327,11.71444212,12.89148624,13.83484713,14.6935073
Guam,GUM,,,,,,,,,,,
Guyana,GUY,10.71408942,11.16654125,11.54929878,7.8735188,7.986553121,7.074411474,6.004732702,6.788727516,6.969885733,7.351683026,6.60239655
High income,HIC,0.259787948,0.267588965,0.263149707,0.279106663,0.285011082,0.280397459,0.274275603,0.27329252,0.270556942,0.269786728,0.26701134
"Hong Kong SAR, China",HKG,0.148518539,0.141496676,0.139670277,0.130664352,0.127787649,0.125006794,0.124515593,0.128031037,0.117385614,0.124304785,0.132155115
Honduras,HND,16.52787351,15.86980545,15.7614147,16.7475021,17.05522393,17.47493759,17.79080208,18.68394806,19.84622674,21.52838034,23.45427169
Heavily indebted poor countries (HIPC),HPC,2.901280311,3.353107112,3.253979658,3.0459795,3.164040983,3.588098239,3.270142096,3.503462801,3.910542268,4.095691554,3.870254569
Croatia,HRV,3.816947678,4.036014208,3.684464583,3.736116724,4.540930181,5.08995071,5.8573687,6.183094182,6.204344573,6.637705958,7.105126524
Haiti,HTI,12.6381158,11.92556254,11.76113547,12.28435263,13.36667728,14.77756722,17.18725705,19.14926533,19.68135639,23.21300652,23.1817285
Hungary,HUN,1.402337114,1.626008408,2.450098,3.071831395,2.985751615,3.161207691,3.24683163,2.884496223,2.737490791,2.880887506,2.354515967
IBRD only,IBD,1.200451179,1.12545979,1.118974088,1.125309526,1.177981971,1.269450101,1.235244763,1.234160074,1.246235629,1.259210158,1.32038127
IDA & IBRD total,IBT,1.45164538,1.385663579,1.394070558,1.393801372,1.451236963,1.568302641,1.524297527,1.510620947,1.541670306,1.563689332,1.626846491
IDA total,IDA,5.015096393,5.264021498,5.459572561,5.189002113,5.18658339,5.390776582,5.360782619,5.499073419,5.822110009,5.872032856,5.771358472
IDA blend,IDB,5.096425449,5.162046455,5.042608623,4.754722787,4.761775317,4.93782092,5.363417564,5.922500644,6.118565851,6.110376807,5.915930109
Indonesia,IDN,0.915919025,0.775387463,0.785753678,0.834434842,0.959926227,1.122044621,0.955775529,0.885128404,1.076048273,1.042488266,0.911820557
IDA only,IDX,4.93504187,5.368915017,5.916589917,5.648248947,5.639341112,5.846859608,5.358341597,5.135313634,5.574414555,5.678879675,5.660436738
Isle of Man,IMN,,,,,,,,,,,
India,IND,3.191660935,3.428270092,3.765544552,3.768488566,3.451900122,3.275817292,2.7341999,2.601089164,2.916953361,2.903046824,3.170022441
Not classified,INX,,,,,,,,,,,
Ireland,IRL,0.296855857,0.316765335,0.308189097,0.303274391,0.280626196,0.207097958,0.192646873,0.178324261,0.162043159,0.146994162,0.086428284
"Iran, Islamic Rep.",IRN,0.242600971,0.229008329,0.222085497,0.288946295,0.307381523,0.345498087,0.318194315,0.298644699,0.451832789,0.515013819,0.693726263
Iraq,IRQ,0.127565825,0.120054053,0.124310511,0.309839415,0.319330125,0.602311715,0.592067986,0.570959789,0.349410508,0.386271645,0.385350388
Iceland,ISL,0.985796488,0.99148735,1.04757961,1.285829704,1.217025178,1.235331733,0.998492057,0.752935267,0.651868796,0.731309423,0.749041575
Israel,ISR,0.24423071,0.227803936,0.266318692,0.261297979,0.277054318,0.284250598,0.302369771,0.281057598,0.275768502,0.241579796,0.283142016
Italy,ITA,0.373714459,0.380945961,0.439185483,0.440670129,0.467745755,0.523386892,0.507195639,0.497824872,0.473414524,0.521644281,0.514790561
Jamaica,JAM,15.32799142,14.57706478,14.64256069,15.22614044,16.32309996,16.64137384,17.28638122,16.62961192,15.90266164,16.18709848,22.20373475
Jordan,JOR,13.3521924,12.47773015,12.16489072,15.50690384,17.28663681,13.86038661,10.96607703,10.70292937,10.41637961,9.862944162,8.927864033
Japan,JPN,0.029248966,0.034199886,0.040488372,0.0453512,0.076249067,0.074806519,0.076552664,0.090106983,0.08674901,0.085238088,0.097985411
Kazakhstan,KAZ,0.15235412,0.093293645,0.136051344,0.144275579,0.181279479,0.159592265,0.279844172,0.335972108,0.344618824,0.278573143,0.220443572
Kenya,KEN,1.714385465,2.22661101,2.402201065,2.367237393,2.344811293,2.451666312,2.521569656,2.484980194,3.099122781,2.97183291,3.136288754
Kyrgyz Republic,KGZ,26.41011628,27.56951448,30.75444629,31.05643552,30.03211424,25.27189147,29.27610457,32.27053226,32.50556889,27.17283055,31.31892407
Cambodia,KHM,4.958570873,4.75971606,6.08379232,6.588698435,6.604495082,6.56772097,5.991030513,5.804680831,5.825000736,5.628097596,5.029212727
Kiribati,KIR,10.02427031,9.372678639,9.273653633,9.320781891,9.115591111,8.209572095,9.137589086,9.589867984,10.15470178,10.31362945,9.556071895
St. Kitts and Nevis,KNA,6.18717383,5.463080052,6.377878091,6.140980647,2.374391224,2.632818925,2.322318095,2.486432817,2.558049221,2.475069874,2.787997018
"Korea, Rep.",KOR,0.511657113,0.526817635,0.515406568,0.472382745,0.442863256,0.440989083,0.434874313,0.401896298,0.413086246,0.435169085,0.454626576
Kuwait,KWT,0.004165776,0.003657769,0.001501616,0.002425608,0.002360871,0.029908966,0.003648814,0.019014394,0.020057829,0.018870034,
Latin America & Caribbean (excluding high income),LAC,1.257370818,1.139222638,1.152331628,1.145897539,1.195851614,1.501077546,1.653775871,1.647257507,1.867281478,2.048584389,2.627362562
Lao PDR,LAO,0.586075196,1.260655772,1.991774856,1.427177008,1.417257653,1.314847102,1.198061353,1.440143109,1.336094356,1.625111148,1.213230247
Lebanon,LBN,17.9847876,17.22524954,15.14952045,16.13024213,14.93896599,14.97979715,14.85345464,13.28898861,12.69614302,14.25211702,18.86701532
Liberia,LBR,14.72632443,21.8099461,20.09637484,13.45770164,16.28499579,20.598819,17.69855238,12.28066958,14.09083125,11.27640614,11.30163602
Libya,LBY,0,0,0,0,0,0,0,0,0,0,
St. Lucia,LCA,1.95012596,1.867130637,1.855871332,1.810825892,2.007260523,2.239982182,2.058059853,2.09896892,2.080644765,2.025183577,2.400774706
Latin America & Caribbean,LCN,1.101234549,1.027392458,1.02262746,1.01953045,1.047499182,1.412118415,1.549096949,1.542765452,1.735401131,1.909091016,2.432950913
Least developed countries: UN classification,LDC,3.821451351,3.837101274,4.265935006,4.189445251,4.201669333,4.453953547,4.264444161,3.832131323,4.452320847,4.591131299,4.694646872
Low income,LIC,2.297242194,2.431629081,2.943176072,2.845496103,2.852204494,2.971100888,2.868679507,2.118914882,2.942648232,2.988133351,2.529631327
Liechtenstein,LIE,,,,,,,,,,,
Sri Lanka,LKA,7.26853335,7.892162243,8.766865067,8.641517997,8.866735552,8.6840907,8.812815516,8.224835316,8.007615077,8.03650502,8.847373501
Lower middle income,LMC,3.682990809,3.712898334,3.926743315,4.000568679,4.05630111,4.17670339,3.920296094,4.005663674,4.336527701,4.319211166,4.557291455
Low & middle income,LMY,1.490942314,1.415788845,1.432470379,1.428783295,1.493212713,1.587964885,1.542091425,1.530113771,1.565026637,1.587723584,1.653039383
Lesotho,LSO,27.30192153,25.17369506,22.38196746,19.55626071,16.09937641,15.71467053,21.45033774,23.83386985,23.14120226,22.97793512,25.51168519
Late-demographic dividend,LTE,0.691932306,0.628080634,0.597904948,0.615237974,0.67437707,0.708891257,0.676689576,0.653943413,0.605390658,0.585734629,0.595238541
Lithuania,LTU,4.506379964,4.491588794,3.510998682,4.427669715,4.354175992,3.314473122,2.975335385,2.734114365,2.582988927,2.386423448,1.414596711
Luxembourg,LUX,3.137566015,3.017467391,3.03098145,3.112406701,2.856250544,2.901110335,2.866754735,2.979434933,2.959984231,2.870914954,2.918725929
Latvia,LVA,5.26761253,5.306458088,5.290755276,5.271401486,4.958544569,4.90376547,4.402292687,4.193542289,3.597028662,3.355149753,3.248302308
"Macao SAR, China",MAC,0.16590094,0.131066512,0.108607497,0.094417097,0.067145291,0.087721705,0.061192347,0.050391035,0.041230012,0.039084891,
St. Martin (French part),MAF,,,,,,,,,,,
Morocco,MAR,6.889900968,7.158209471,6.622722999,6.441992132,7.075405774,6.823044804,6.178851979,6.220671423,5.859137163,5.816674622,6.572622537
Monaco,MCO,,,,,,,,,,,
Moldova,MDA,25.13032208,21.54780469,22.80861533,23.07689545,21.82830842,19.88475061,18.17782986,16.9380626,16.0398321,15.95520114,15.74990396
Madagascar,MDG,4.566149845,2.900107655,2.85427279,2.879644733,2.750454104,2.886548219,2.525228693,2.601463489,3.125380725,2.872595449,2.855968451
Maldives,MDV,0.122062735,0.10804466,0.109051624,0.10029667,0.093851664,0.088662223,0.087362473,0.08449077,0.079585261,0.078493257,0.115382936
Middle East & North Africa,MEA,1.529000798,1.41892481,1.532932728,1.604722802,1.799125478,1.923986063,1.892823808,1.958715823,1.938368676,1.972875823,2.453327002
Mexico,MEX,2.087373049,1.986096318,1.932298949,1.819525111,1.88558627,2.238578114,2.660288002,2.784549546,2.926203749,3.075316894,3.984365037
Marshall Islands,MHL,13.84909617,12.86106297,12.87811721,13.28466878,14.31928646,14.87372251,14.06376971,14.28211418,14.19297311,13.133619,
Middle income,MIC,1.478736914,1.402023177,1.412775427,1.409550622,1.473890723,1.567255392,1.523982549,1.523102246,1.54886401,1.570764619,1.641640649
North Macedonia,MKD,4.121529022,4.136558253,4.045389936,3.476763932,3.225952196,3.044875072,2.723084331,2.780653981,2.716531822,2.527185458,3.36579499
Mali,MLI,4.422660113,6.033868163,6.650554003,6.754737628,6.406327171,6.231334965,5.893897768,5.748236316,5.987242964,5.914160046,5.676172497
Malta,MLT,2.540593904,2.356332379,2.114810862,2.33023451,2.174210787,2.473983569,2.145017673,2.03871953,1.866249712,1.738699845,1.920998568
Myanmar,MMR,0.222939873,0.234682146,0.515667031,2.825733369,3.030971623,3.207284539,3.6692223,3.653108055,3.891677153,3.197711008,2.9527271
Middle East & North Africa (excluding high income),MNA,2.680755685,2.567074364,2.747458993,3.037561221,3.476289763,3.627065631,3.527649047,3.841390401,4.187488393,4.248970504,5.018931844
Montenegro,MNE,10.04015809,11.21368309,12.41523881,12.21010921,11.82741247,11.5849077,10.98561701,10.76872348,10.69425768,10.54212175,12.57074131
Mongolia,MNG,3.703223223,2.398150562,2.63436474,2.043651376,2.08662757,2.220588888,2.323076096,2.392533285,3.360758921,4.007584972,4.177726729
Northern Mariana Islands,MNP,,,,,,,,,,,
Mozambique,MOZ,1.042601508,0.901639584,1.064824815,0.897891602,0.877535718,0.89573954,0.782212408,1.951245392,1.994293348,1.959053093,2.487720829
Mauritania,MRT,0,0,0,0,0,0,0,1.142022445,0.856502051,0.848071064,2.168343762
Mauritius,MUS,0.008140601,0.004505783,0.007386794,0.004558085,2.554298144,1.912181766,1.586487755,1.887295898,1.724879898,2.267577994,2.608819816
Malawi,MWI,0.312769266,0.316344682,0.469492505,0.618464572,0.636381556,0.651068454,0.718808107,0.892087592,1.859143665,2.001893394,1.580201193
Malaysia,MYS,0.432491586,0.406607861,0.41145935,0.440294098,0.467227233,0.545443715,0.532411587,0.516728993,0.469893435,0.438013533,0.425232865
North America,NAC,0.050496859,0.049051599,0.048516506,0.049224531,0.047519684,0.046954341,0.044700599,0.043025493,0.043343406,0.043231337,0.032549279
Namibia,NAM,0.6054175,0.628864173,0.614281763,0.532272388,0.649129347,0.411759629,0.620027026,0.374500767,0.392299069,0.522001488,0.598386185
New Caledonia,NCL,,,,,,,,,,,
Niger,NER,1.712141917,1.893914644,1.610647774,1.427028808,2.016767166,1.771564424,1.7032428,2.359714984,2.3093224,2.390561553,2.194280627
Nigeria,NGA,5.462551756,5.09064163,4.509948563,4.088335305,3.841227786,4.237039299,4.867895142,5.86486331,6.120746434,5.313143492,3.980521638
Nicaragua,NIC,9.416988084,9.346911248,9.64959423,9.845233912,9.597292432,9.387219124,9.544573359,10.11685126,11.5529823,13.3722208,14.7003406
Netherlands,NLD,0.203182744,0.197850062,0.195495327,0.184580035,0.166404809,0.30030008,0.275660203,0.267668087,0.271039385,0.248032866,0.258125908
Norway,NOR,0.158591342,0.153525911,0.150445622,0.151399375,0.152474371,0.15783826,0.16093543,0.154564722,0.14744796,0.152067374,0.162166709
Nepal,NPL,21.64698527,19.50305507,22.08212082,25.19470031,25.90512496,27.62609167,26.96057769,23.91354411,25.02642047,24.11637013,24.08920097
Nauru,NRU,0.447535126,1.864573176,8.644456419,10.85287303,11.32564852,12.00803011,11.72956989,9.441213633,5.269708007,,
New Zealand,NZL,0.252872757,0.27055243,0.262068735,0.240556989,0.265807115,0.298620074,0.279487024,0.260928816,0.245190374,0.233456247,0.18910893
OECD members,OED,0.306087687,0.312034029,0.308490584,0.324373229,0.330926161,0.333453815,0.330896501,0.334184197,0.337008855,0.341212711,0.348218353
Oman,OMN,0.068546129,0.057478425,0.050988313,0.049661249,0.048349471,0.057017768,0.059613297,0.055268638,0.048893728,0.05110825,
Other small states,OSS,1.202193928,1.183943665,1.138292513,0.974145729,1.0337542,1.12877732,1.176671049,1.279535014,1.197485031,1.271382075,1.516380519
Pakistan,PAK,5.469457999,5.741443195,6.242434251,6.326914044,7.056775775,7.13567269,7.112388353,6.519413952,6.737185882,7.997932412,9.901149579
Panama,PAN,1.392648852,1.06151726,1.016332053,1.011844324,1.515181866,1.024554554,0.867792193,0.857448149,0.828417193,0.869699687,0.860839805
Peru,PER,1.717568742,1.570176087,1.447167998,1.345713969,1.313087423,1.435714725,1.50283872,1.446035418,1.448841263,1.455730657,1.45435203
Philippines,PHL,10.34542667,9.842852087,9.395858162,9.410561298,9.644508784,9.724186977,9.773809748,9.988335308,9.747654208,9.332616596,9.658193963
Palau,PLW,0.906439807,0.999066866,1.111243454,1.067277556,0.917885664,0.810722637,0.799867654,0.760648672,0.77603086,0.810966215,
Papua New Guinea,PNG,0.024572252,0.068389254,0.066935764,0.067168052,0.045126269,0.01815795,0.012978807,0.018741542,0.015225551,0.012082593,0.008477621
Poland,POL,1.607221898,1.470373148,1.412370537,1.431241313,1.376647982,1.430269911,1.431139536,1.316786914,1.210740768,1.091024273,0.998039784
Pre-demographic dividend,PRE,2.756841136,2.593279482,2.374605573,2.255850828,2.182313244,2.53867851,2.62482208,2.860676352,3.203839663,3.093161891,2.733713675
Puerto Rico,PRI,,,,,,,,,,,
"Korea, Dem. People's Rep.",PRK,,,,,,,,,,,
Portugal,PRT,0.217292174,0.220402203,0.213279264,0.197230085,0.190534907,0.185246906,0.205868445,0.22209825,0.22503996,0.257859761,0.255396135
Paraguay,PRY,1.504839811,1.601689109,1.904407895,1.612570462,1.254743079,1.528913042,1.820079186,1.80544981,1.697606848,1.756908394,1.653385027
West Bank and Gaza,PSE,9.576402279,10.20653343,14.22831454,11.01946522,12.89907893,13.00715774,13.54444659,14.75026933,17.41096291,16.69780607,17.02942556
Pacific island small states,PSS,7.24799255,6.606108849,7.066892418,7.2222738,6.963170714,7.9161005,7.543394679,6.861681181,7.160467861,7.773311318,8.158881987
Post-demographic dividend,PST,0.260278381,0.271614232,0.270104731,0.289826748,0.291335723,0.288948293,0.285150102,0.291021892,0.294785694,0.297455534,0.293051263
French Polynesia,PYF,,,,,,,,,,,
Qatar,QAT,0,0.341901627,0.429953243,0.289036591,0.24178802,0.270241148,0.249499759,0.413369146,0.254743003,0.327943803,0.445195309
